2250,,,10.0,10.0,3850,51
2251,,,2.0,2.0,3851,51
2252,,,1.0,1.0,3852,51
2253,,,2.0,2.0,3867,51
2254,,,2.0,2.0,3868,51
2255,,,1.0,1.0,3871,51
2256,,,1.0,1.0,3872,51
2257,,,2.0,2.0,3875,51
2258,,,2.0,2.0,3876,51
2259,,,1.0,1.0,3887,51
2260,,,1.0,1.0,3889,51
2261,,,1.0,1.0,3890,51
2262,,,1.0,1.0,3891,51
2263,,,1.0,1.0,3892,51
2264,ヌードボディーのみ,,3.0,3.0,3894,51
2265,ヌードボディーのみ,,2.0,2.0,3898,51
2266,別製品,145456,1.0,1.0,366,51
2267,別製品,145458,1.0,1.0,2178,51
2268,別製品 布地:103100379 HE282/21/NV,145492,1.0,1.0,2868,51
2269,別製品 金属脚 L (1set = 2pcs),145492,1.0,1.0,2919,51
2270,別製品 クッション 大37 x 1 のみ,145508,1.0,1.0,1712,51
2271,別製品 (CU大37)1ヶ,145508,1.0,1.0,1991,51
2272,別製品  CU大37 x 1,145704,1.0,1.0,1667,51
2273,別製品 (CU大37) x 1,145704,1.0,1.0,1978,51
2274,別製品 (CU大37) x 1,145721,1.0,1.0,1978,51
2275,別製品  CU大37 x 1,145721,1.0,1.0,1667,51
2276,別製品,145721,1.0,1.0,3940,51
2277,別製品 リビングハウス 布地:103100472 HSQ9053Z/14/BL,145583,1.0,1.0,2831,51
2278,別製品 リビングハウス布地:103100472 HSQ9053Z/14/BL,145583,1.0,1.0,2892,51
2279,別製品 金属脚 L (1set = 2pcs),145583,2.0,2.0,2919,51
2280,別製品布地:103100655 SD488/06/LUCY/GY,145583,1.0,1.0,2842,51
2281,別製品  布地:103100655 SD488/06/LUCY/GY,145583,1.0,1.0,2905,51
2282,17S×1　W=560,,20.0,20.0,3688,52
2283,別製品,145652,14.0,14.0,3255,53
2284,別製品,145652,14.0,14.0,3325,53
2285,別製品,145652,6.0,6.0,3279,53
2286,別製品,145652,6.0,6.0,3310,53
2287,別製品,145653,3.0,3.0,3242,53
2288,別製品,145653,3.0,3.0,3292,53
2289,別製品,145654,2.0,2.0,3258,53
2290,別製品,145654,2.0,2.0,3327,53
2291,別製品,145654,2.0,2.0,3280,53
2292,別製品,145654,2.0,2.0,3312,53
2293,別製品,145655,2.0,2.0,3243,53
2294,別製品,145655,2.0,2.0,3293,53
2295,別製品,146051,1.0,1.0,3265,53
2296,別製品,146051,1.0,1.0,3333,53
2297,,146035,1.0,1.0,138,53
2298,木脚 NA色,144988,1.0,1.0,98,54
2299,布地:103100656 SD490/06/DOLLY/BL,145656,1.0,1.0,2843,55
2300,布地:103100656 SD490/06/DOLLY/BL,145656,1.0,1.0,2906,55
2301,別製品,145718,1.0,1.0,3738,55
2302,アイボリー,,50.0,50.0,3606,56
2303,グレー,,50.0,50.0,3609,56
2304,(大37）1ヶ,,3.0,3.0,3615,56
2305,クッション　大37　×1のみ,,1.0,1.0,3616,56
2306,,,1.0,1.0,3618,56
2307,クッション　大37　×1のみ,,2.0,2.0,3620,56
2308,スツール同梱,,10.0,10.0,3621,56
2309,(大37）2ヶ,,4.0,4.0,3624,56
2310,,,4.0,4.0,3625,56
2311,,,10.0,10.0,3626,56
2312,クッション　大37　×1のみ,,5.0,5.0,3628,56
2313,クッション　大37　×1のみ,,2.0,2.0,3629,56
2314,クッション　大37　×1のみ,,3.0,3.0,3630,56
2315,クッション　大37　×1のみ,,10.0,10.0,3631,56
2316,クッション　大37　×1のみ,,1.0,1.0,3632,56
2317,クッション　大37　×1のみ,,4.0,4.0,3633,56
2318,,,6.0,6.0,3634,56
2319,,,10.0,10.0,3635,56
2320,,,6.0,6.0,3636,56
2321,,,2.0,2.0,3637,56
2322,,,3.0,3.0,3638,56
2323,,,2.0,2.0,3640,56
2324,,,5.0,5.0,3641,56
2325,,,20.0,20.0,3642,56
2326,17×1　只有羽毛,,20.0,20.0,3655,56
2327,35×1,,20.0,20.0,3656,56
2328,36×1,,50.0,50.0,3657,56
2329,37×1,,70.0,70.0,3658,56
2330,41/42各×1　只有羽毛,,20.0,20.0,3659,56
2331,41/42各×1　只有羽毛,,20.0,20.0,3660,56
2332,49/50各×1、03×2　只有羽毛,,60.0,60.0,3661,56
2333,49/50各×1　只有羽毛,,60.0,60.0,3662,56
2334,49/50各×1　只有羽毛,,60.0,60.0,3663,56
2335,,,10.0,10.0,3666,56
2336,,,10.0,10.0,3667,56
2337,10x1　08/09各×2,,20.0,20.0,3684,56
2338,08/09各×1,,10.0,10.0,3685,56
2339,,,5.0,5.0,3692,56
2340,新仕様（寸法変更）,,10.0,10.0,3693,56
2341,新仕様（寸法変更）,,10.0,10.0,3694,56
2342,,,5.0,5.0,3695,56
2343,,,10.0,10.0,3696,56
2344,,,10.0,10.0,3697,56
2345,60パイ木脚,,50.0,50.0,3702,56
2346,,,20.0,20.0,3706,56
2347,木脚,,100.0,100.0,3709,56
2348,木脚,,30.0,30.0,3712,56
2349,,,256.0,256.0,3713,56
2350,,,96.0,96.0,3714,56
2351,CHILI:01 （ﾍﾞｰｼﾞｭ）,,1.0,1.0,3725,56
2352,CHILI:17 （ブラック）,,1.0,1.0,3726,56
2353,,,1.0,1.0,3756,56
2354,,,2.0,2.0,3802,56
2355,,,2.0,2.0,3826,56
2356,,,2.0,2.0,3832,56
2357,,,2.0,2.0,4500,56
2358,,,10.0,10.0,3850,56
2359,別製品 (CU大37)2ヶ,145710,1.0,1.0,1262,56
2360,別製品 (CU大37)1ヶ,145737,1.0,1.0,1991,56
2361,別製品,145737,1.0,1.0,1446,56
2362,別製品 (CU大37)1ヶ,145743,1.0,1.0,2000,56
2363,別製品,145743,1.0,1.0,1453,56
2364,別製品,145743,1.0,1.0,1533,56
2365,別製品 肘クッション 2個,145750,1.0,1.0,301,56
2366,別製品 (大37)1ヶ SP/182,145825,1.0,1.0,1988,56
2367,別製品 ,145825,1.0,1.0,3943,56
2368,別製品,145825,1.0,1.0,1530,56
2369,別製品 (大37)1ヶ ,145827,1.0,1.0,1949,56
2370,別製品 (CU大37)1ヶ ,145827,1.0,1.0,1971,56
2371,別製品 (CU大37)1ヶ,145884,1.0,1.0,1934,56
2372,別製品 (CU大37)1ヶ,145884,1.0,1.0,2000,56
2373,別製品STOOL同梱 木脚同梱 脚色 NA色,145929,1.0,1.0,433,56
2374,別製品 (CU大37)2ヶ,145959,1.0,1.0,697,56
2375,別製品,145959,1.0,1.0,952,56
2376,ライトブラウン,,150.0,0.0,3607,58
2377,グレー,,50.0,2.0,3609,58
2378,(大37）2ヶ,,5.0,0.0,3613,58
2379,クッション　大37　×1のみ,,3.0,0.0,3617,58
2380,クッション　大37　×1のみ,,3.0,0.0,3619,58
2381,スツール同梱,,8.0,0.0,3621,58
2382,,,1.0,0.0,3622,58
2383,(大37）2ヶ,,12.0,0.0,3624,58
2384,,,4.0,0.0,3625,58
2385,,,10.0,0.0,3626,58
2386,クッション　大37　×1のみ,,2.0,0.0,3628,58
2387,クッション　大37　×1のみ,,4.0,0.0,3629,58
2388,クッション　大37　×1のみ,,8.0,0.0,3631,58
2389,クッション　大37　×1のみ,,5.0,0.0,3633,58
2390,,,1.0,0.0,3634,58
2391,,,3.0,0.0,3635,58
2392,,,1.0,0.0,3636,58
2393,,,4.0,0.0,3637,58
2394,,,3.0,0.0,3640,58
2395,,,2.0,0.0,3641,58
2396,35×1,,20.0,0.0,3656,58
2397,36×1,,30.0,0.0,3657,58
2398,37×1,,30.0,0.0,3658,58
2399,41/42各×1　只有羽毛,,20.0,0.0,3659,58
2400,41/42各×1　只有羽毛,,20.0,0.0,3660,58
2401,49/50各×1、03×2　只有羽毛,,30.0,0.0,3661,58
2402,49/50各×1　只有羽毛,,30.0,0.0,3662,58
2403,49/50各×1　只有羽毛,,30.0,0.0,3663,58
2404,17S×1　W=560,,5.0,0.0,3688,58
2405,,,10.0,0.0,3691,58
2406,新仕様（寸法変更）,,20.0,0.0,3693,58
2407,新仕様（寸法変更）,,10.0,0.0,3694,58
2408,,,10.0,0.0,3696,58
2409,,,10.0,0.0,3697,58
2410,60パイ木脚,,100.0,0.0,3702,58
2411,,,100.0,0.0,3704,58
2412,CHILI:01 （ﾍﾞｰｼﾞｭ）,,1.0,0.0,3724,58
2413,CHILI:25 （ｱｲﾎﾞﾘｰ）,,3.0,0.0,3736,58
2414,,,1.0,0.0,3776,58
2415,,,2.0,0.0,3777,58
2416,,,10.0,0.0,3780,58
2417,,,3.0,0.0,3782,58
2418,,,1.0,0.0,3784,58
2419,,,10.0,0.0,3790,58
2420,,,1.0,0.0,3816,58
2421,,,10.0,0.0,3820,58
2422,,,1.0,0.0,3826,58
2423,,,10.0,0.0,3830,58
2424,,,1.0,0.0,3831,58
2425,,,1.0,0.0,3832,58
2426,,,2.0,0.0,4193,58
2427,,,2.0,2.0,4189,58
2428,,,1.0,0.0,3837,58
2429,,,10.0,0.0,3840,58
